,Year,State,CoC Name,Org Name,Program Name,Program Type,Award Amount
22099,2006,VA,,"Lynchburg, VA",CDBG,,941747.0
22100,2006,VA,,"Newport News, VA",CDBG,,1665757.0
22101,2006,VA,,"Norfolk, VA",CDBG,,5298090.0
22102,2006,VA,,"Petersburg, VA",CDBG,,701066.0
22103,2006,VA,,"Portsmouth, VA",CDBG,,1850810.0
22104,2006,VA,,"Prince William County, VA",CDBG,,1949043.0
22105,2006,VA,,"Radford, VA",CDBG,,236868.0
22106,2006,VA,,"Richmond, VA",CDBG,,5130647.0
22107,2006,VA,,"Roanoke, VA",CDBG,,1904091.0
22108,2006,VA,,"Suffolk, VA",CDBG,,567464.0
22109,2006,VA,,Virginia,CDBG,,19568928.0
22110,2006,VA,,"Virginia Beach, VA",CDBG,,2559608.0
22111,2006,VA,,"Winchester, VA",CDBG,,260361.0
23252,2005,VA,,"Alexandria, VA",CDBG,,1411586.0
23253,2005,VA,,"Arlington County, VA",CDBG,,2172472.0
23254,2005,VA,,"Blacksburg, VA",CDBG,,825772.0
23255,2005,VA,,"Bristol, VA",CDBG,,327047.0
23256,2005,VA,,"Charlottesville, VA",CDBG,,619580.0
23257,2005,VA,,"Chesapeake, VA",CDBG,,1403905.0
23258,2005,VA,,"Chesterfield County, VA",CDBG,,1420374.0
23259,2005,VA,,"Christiansburg, VA",CDBG,,117422.0
23260,2005,VA,,"Colonial Heights, VA",CDBG,,100411.0
23261,2005,VA,,"Danville, VA",CDBG,,1195557.0
23262,2005,VA,,"Fairfax County, VA",CDBG,,6905321.0
23263,2005,VA,,"Fredericksburg, VA",CDBG,,264462.0
23264,2005,VA,,"Hampton, VA",CDBG,,1258790.0
23265,2005,VA,,"Harrisonburg, VA",CDBG,,613398.0
23266,2005,VA,,"Henrico County, VA",CDBG,,1666987.0
23267,2005,VA,,"Hopewell, VA",CDBG,,245532.0
23268,2005,VA,,"Loudoun County, VA",CDBG,,939835.0
23269,2005,VA,,"Lynchburg, VA",CDBG,,1035491.0
23270,2005,VA,,"Newport News, VA",CDBG,,1856308.0
23271,2005,VA,,"Norfolk, VA",CDBG,,5837933.0
23272,2005,VA,,"Petersburg, VA",CDBG,,781911.0
23273,2005,VA,,"Portsmouth, VA",CDBG,,2053409.0
23274,2005,VA,,"Prince William County, VA",CDBG,,2145660.0
23275,2005,VA,,"Radford, VA",CDBG,,262955.0
23276,2005,VA,,"Richmond, VA",CDBG,,5727463.0
23277,2005,VA,,"Roanoke, VA",CDBG,,2104805.0
23278,2005,VA,,"Suffolk, VA",CDBG,,625034.0
23279,2005,VA,,Virginia,CDBG,,21693341.0
23280,2005,VA,,"Virginia Beach, VA",CDBG,,2856155.0
23281,2005,VA,,"Winchester, VA",CDBG,,289486.0
24415,2004,VA,,"Alexandria, VA",CDBG,,1499000.0
24416,2004,VA,,"Arlington County, VA",CDBG,,2248000.0
24417,2004,VA,,"Blacksburg, VA",CDBG,,774000.0
24418,2004,VA,,"Bristol, VA",CDBG,,348000.0
24419,2004,VA,,"Charlottesville, VA",CDBG,,643000.0
24420,2004,VA,,"Chesapeake, VA",CDBG,,1476000.0
24421,2004,VA,,"Chesterfield County, VA",CDBG,,1490699.0
24422,2004,VA,,"Christiansburg, VA",CDBG,,124000.0
24423,2004,VA,,"Colonial Heights, VA",CDBG,,106000.0
24424,2004,VA,,"Danville, VA",CDBG,,1258000.0
24425,2004,VA,,"Fairfax County, VA",CDBG,,7310000.0
24426,2004,VA,,"Fredericksburg, VA",CDBG,,279000.0
24427,2004,VA,,"Hampton, VA",CDBG,,1330000.0
24428,2004,VA,,"Harrisonburg, VA",CDBG,,648000.0
24429,2004,VA,,"Henrico County, VA",CDBG,,1760000.0
24430,2004,VA,,"Hopewell, VA",CDBG,,255725.0
24431,2004,VA,,"Loudoun County, VA",CDBG,,949000.0
24432,2004,VA,,"Lynchburg, VA",CDBG,,1100000.0
24433,2004,VA,,"Newport News, VA",CDBG,,1961000.0
24434,2004,VA,,"Norfolk, VA",CDBG,,6249000.0
24435,2004,VA,,"Petersburg, VA",CDBG,,827551.0
24436,2004,VA,,"Portsmouth, VA",CDBG,,2174000.0
24437,2004,VA,,"Prince William County, VA",CDBG,,2238000.0
24438,2004,VA,,"Radford, VA",CDBG,,248000.0
24439,2004,VA,,"Richmond, VA",CDBG,,6008120.0
24440,2004,VA,,"Roanoke, VA",CDBG,,2207000.0
24441,2004,VA,,"Suffolk, VA",CDBG,,652000.0
24442,2004,VA,,Virginia,CDBG,,22739900.0
24443,2004,VA,,"Virginia Beach, VA",CDBG,,3012000.0
24444,2004,VA,,"Winchester, VA",CDBG,,306000.0
25519,2003,VA,,"Alexandria, VA",CDBG,,1533000.0
25520,2003,VA,,"Arlington County, VA",CDBG,,2243000.0
25521,2003,VA,,"Bristol, VA",CDBG,,345000.0
25522,2003,VA,,"Charlottesville, VA",CDBG,,667000.0
25523,2003,VA,,"Chesapeake, VA",CDBG,,1506000.0
25524,2003,VA,,"Chesterfield County, VA",CDBG,,1512532.0
25525,2003,VA,,"Colonial Heights, VA",CDBG,,109000.0
25526,2003,VA,,"Danville, VA",CDBG,,1265000.0
25527,2003,VA,,"Fairfax County, VA",CDBG,,7457000.0
25528,2003,VA,,"Fredericksburg, VA",CDBG,,285000.0
25529,2003,VA,,"Hampton, VA",CDBG,,1375000.0
25530,2003,VA,,"Henrico County, VA",CDBG,,1804000.0
25531,2003,VA,,"Hopewell, VA",CDBG,,262923.0
25532,2003,VA,,"Lynchburg, VA",CDBG,,1086000.0
25533,2003,VA,,"Newport News, VA",CDBG,,2023000.0
25534,2003,VA,,"Norfolk, VA",CDBG,,6451000.0
25535,2003,VA,,"Petersburg, VA",CDBG,,825151.0
25536,2003,VA,,"Portsmouth, VA",CDBG,,2185000.0
25537,2003,VA,,"Prince William County, VA",CDBG,,2216000.0
25538,2003,VA,,"Richmond, VA",CDBG,,6087024.0
25539,2003,VA,,"Roanoke, VA",CDBG,,2207000.0
25540,2003,VA,,"Suffolk, VA",CDBG,,656000.0
25541,2003,VA,,Virginia,CDBG,,24359000.0
25542,2003,VA,,"Virginia Beach, VA",CDBG,,3090000.0
