,GeoFIPS,GeoName,Earnings by place of work,Employee and self-employed contributions for government social insurance,Employer contributions for employee pension and insurance funds 8,Employer contributions for government social insurance,Equals: Net earnings by place of residence,Farm income 2,Farm proprietors' income,Less: Contributions for government social insurance 5,Nonfarm personal income 1,Nonfarm proprietors' income,Per capita personal income (dollars) 4,Personal income (thousands of dollars),Plus: Adjustment for residence 6,"Plus: Dividends, interest, and rent 7",Plus: Personal current transfer receipts,Population (persons) 3,Proprietors employment,Proprietors' income 9,Supplements to wages and salaries,Total employment,Wage and salary employment,Wages and salaries,year
69," ""51185""","Tazewell, VA",844376,65314,119115,89178,765589,1802,627,109903,1520033,69926,36981,1521835,31116,236627,519619,41152,3485,70553,163704,19378,15893,610119,2018
70," ""51187""","Warren, VA",786688,54085,97255,83666,1225031,-1945,-2843,95918,1831382,79769,45672,1829437,534261,284252,320154,40056,4719,76926,139088,18422,13703,570674,2018
71," ""51193""","Westmoreland, VA",205088,17724,26838,18540,386175,20430,14618,26994,752699,26142,43390,773129,208081,190164,196790,17818,2158,40760,36108,6075,3917,128220,2018
72," ""51197""","Wythe, VA",608575,45219,88044,64536,522410,-2700,-5790,77487,998955,49804,34762,996255,-8678,152372,321473,28659,3272,44014,120312,15448,12176,444249,2018
73," ""51510""","Alexandria (Independent City), VA",10595890,610440,1228993,1163500,9835738,0,0,1192190,13899351,846872,87761,13899351,432038,3180275,883338,158377,27685,846872,1810743,126029,98344,7938275,2018
74," ""51550""","Chesapeake (Independent City), VA",6564439,414743,793396,726824,7956060,5599,143,778155,11862332,348981,48890,11867931,2169776,1997658,1914213,242748,26547,349124,1156808,136139,109592,5058507,2018
75," ""51650""","Hampton (Independent City), VA",4465642,261118,745419,535568,3261397,0,0,528902,5552548,118573,41191,5552548,-675343,978438,1312713,134800,12549,118573,1013203,77373,64824,3333866,2018
76," ""51700""","Newport News (Independent City), VA",8110823,465738,1184661,935202,4454791,0,0,933339,7217889,256042,40345,7217889,-2722693,1215433,1547665,178904,17534,256042,1652262,130190,112656,6202519,2018
77," ""51710""","Norfolk (Independent City), VA",13644651,744246,2243362,1667380,5299188,0,0,1577936,9342405,110736,38262,9342405,-6767527,2033600,2009617,244168,23922,110736,3077052,201340,177418,10456863,2018
78," ""51740""","Portsmouth (Independent City), VA",4103703,229783,792930,485554,2112302,0,0,472560,3664519,100455,38623,3664519,-1518841,588971,963246,94879,8656,100455,1035707,60714,52058,2967541,2018
79," ""51760""","Richmond (Independent City), VA",13995024,825621,1754267,1450870,6987338,0,0,1551056,12132940,941696,52839,12132940,-5456630,3165381,1980221,229621,31511,941696,2479702,200153,168642,10573626,2018
80," ""51770""","Roanoke (Independent City), VA",4643564,288001,560128,532804,2270926,0,0,554403,4173414,271169,42171,4173414,-1818235,829084,1073404,98964,9796,271169,826530,81560,71764,3545865,2018
81," ""51800""","Suffolk (Independent City), VA",2231688,144475,288164,244158,2960159,16885,4924,266554,4593687,141217,50591,4610572,995025,808600,841813,91135,10245,146141,410243,44258,34013,1675304,2018
82," ""51810""","Virginia Beach (Independent City), VA",13756874,820580,1780859,1494560,15810698,-3910,-5741,1567860,25214658,1371838,55963,25210748,3621684,5780772,3619278,450488,59745,1366097,2528139,269425,209680,9862638,2018
83," ""51901""","Albemarle + Charlottesville, VA*",8371238,492131,1084544,828344,6101827,-7375,-19402,906303,11664297,917181,74603,11656922,-1363108,4446318,1108777,156253,28194,897779,1498716,134520,106326,5974743,2018
84," ""51903""","Alleghany + Covington, VA*",496378,37511,65000,57372,407335,-702,-1125,66197,805813,19775,38939,805111,-22846,132979,264797,20676,1476,18650,93686,9736,8260,384042,2018
85," ""51907""","Augusta, Staunton + Waynesboro, VA*",3130258,214899,395684,317810,3161889,27143,17929,373804,5304302,318968,43388,5331445,405435,998711,1170845,122879,14320,336897,554589,65922,51602,2238772,2018
86," ""51911""","Campbell + Lynchburg, VA*",4550305,293419,537636,508436,2718347,-2367,-4861,547637,5039675,188529,36870,5037308,-1284321,884231,1434730,136622,13802,183668,791854,90667,76865,3574783,2018
87," ""51913""","Carroll + Galax, VA*",606751,48999,83820,64726,639120,366,-2245,81362,1266808,56359,35078,1267174,113731,188434,439620,36124,3789,54114,116183,16587,12798,436454,2018
88," ""51918""","Dinwiddie, Colonial Heights + Petersburg, VA*",1817614,125850,243804,205498,1586713,-4061,-5454,228599,3000396,63160,39061,2996335,-2302,469916,939706,76710,6725,57706,346553,41545,34820,1413355,2018
89," ""51919""","Fairfax, Fairfax City + Falls Church, VA*",81092029,4902196,7413010,8574376,67982475,7472,5036,9189384,98412510,5487036,82888,98419982,-3920170,23754704,6682803,1187385,197205,5492072,11700198,929138,731933,63899759,2018
90," ""51921""","Frederick + Winchester, VA*",4078193,254969,490464,423356,3899993,-7328,-12327,466647,5852132,425612,50271,5844804,288447,1042468,902343,116267,14426,413285,702142,76227,61801,2962766,2018
91," ""51923""","Greensville + Emporia, VA*",414635,27940,64237,46042,278220,66,-1074,50961,523636,5787,31217,523702,-85454,67462,178020,16776,1224,4713,87258,9527,8303,322664,2018
92," ""51929""","Henry + Martinsville, VA*",1299290,101086,175693,137290,1189564,8697,7809,169731,2406148,99607,37923,2414845,60005,387675,837606,63677,5039,107416,244338,31682,26643,947536,2018
93," ""51931""","James City + Williamsburg, VA*",2653497,180154,332430,282294,3105075,-4625,-5354,321301,5768384,217750,63189,5763759,772879,1738329,920355,91215,12221,212396,473577,58991,46770,1967524,2018
94," ""51933""","Montgomery + Radford, VA*",3382697,201633,547106,347206,2608027,2335,-1195,375236,4304427,223184,36906,4306762,-399434,976615,722120,116694,11188,221989,720709,64692,53504,2439999,2018
95," ""51939""","Pittsylvania + Danville, VA*",2113256,159516,280205,230718,1945848,7101,-2081,274875,3738236,115868,36858,3745337,107467,544509,1254980,101615,9563,113787,395564,50890,41327,1603905,2018
96," ""51941""","Prince George + Hopewell, VA*",2503602,132846,473538,306842,1300521,-3166,-3652,286267,2251369,44515,37053,2248203,-916814,393173,554509,60676,4359,40863,626959,36995,32636,1835780,2018
97," ""51942""","Prince William, Manassas + Manassas Park, VA*",13144142,781254,1538304,1367624,21352524,-2506,-5603,1465066,28775121,1575692,54733,28772615,9673448,4531209,2888882,525694,73036,1570089,2222116,249351,176315,9351937,2018
98," ""51944""","Roanoke + Salem, VA*",4018407,264382,503618,418750,3756078,-628,-1521,473757,6100929,385926,51078,6100301,211428,1198117,1146106,119432,13582,384405,712993,76226,62644,2921009,2018
99," ""51945""","Rockbridge, Buena Vista + Lexington, VA*",780128,56489,104334,84276,716723,-2082,-4482,98627,1430835,85559,39023,1428753,35222,368929,343101,36613,4711,81077,146472,19529,14818,552579,2018
100," ""51947""","Rockingham + Harrisonburg, VA*",4227209,256031,514470,414430,3383481,131493,109138,463246,5199734,461365,39471,5331227,-380482,1001296,946450,135068,16996,570503,721685,86458,69462,2935021,2018
101," ""51949""","Southampton + Franklin, VA*",423209,32038,66436,43650,562571,4455,-366,53863,1048112,26358,40813,1052567,193225,200229,289767,25790,2573,25992,88261,11270,8697,308956,2018
102," ""51951""","Spotsylvania + Fredericksburg, VA*",3973683,254146,455952,413824,5543966,1059,-626,461058,8278124,395465,50610,8279183,2031341,1498449,1236768,163589,19764,394839,662864,85370,65606,2915980,2018
103," ""51953""","Washington + Bristol, VA*",1679991,122272,231926,176950,1417175,-1780,-5604,210747,2806587,153854,39541,2804807,-52069,591232,796400,70935,8425,148250,320401,40056,31631,1211340,2018
104," ""51955""","Wise + Norton, VA*",819242,63390,129228,89872,611913,-702,-817,108326,1334276,42406,31879,1333574,-99003,176876,544785,41833,2687,41589,174164,18838,16151,603489,2018
105," ""51958""","York + Poquoson, VA*",1565472,104669,208629,169760,3005432,1436,479,189549,4664047,141455,58119,4665483,1629509,1038254,621797,80274,8472,141934,293509,35601,27129,1130029,2018
0," ""51000""",Virginia,348959675,21543775,39856588,36755448,328989253,445734,202582,39921499,502155049,28861792,58738,502600783,19951077,102012433,71599097,8556642,1088188,29064374,58234312,5327163,4238975,261660989,2019
1," ""51001""","Accomack, VA",1119986,67460,181644,129706,858335,25567,20126,132313,1580822,57189,49695,1606389,-129338,355088,392966,32325,3801,77315,246497,19926,16125,796174,2019
2," ""51007""","Amelia, VA",170244,13804,19010,15622,353626,12812,9223,21615,559980,24982,43865,572792,204997,78275,140891,13058,1813,34205,26821,4615,2802,109218,2019
3," ""51009""","Amherst, VA",469950,38937,64076,49606,661161,-787,-1537,63740,1190613,35007,37560,1189826,254951,182621,346044,31678,2935,33470,88879,11571,8636,347601,2019
4," ""51011""","Appomattox, VA",173150,16319,24220,16908,356267,-2546,-3399,24773,624064,20654,39084,621518,207890,88961,176290,15902,1757,17255,32674,5308,3551,123221,2019
5," ""51013""","Arlington, VA",26118990,1456928,2994913,2799020,17124579,0,0,2856438,23390078,1412876,98116,23390078,-6137973,5132688,1132811,238392,35307,1412876,4394423,241448,206141,20311691,2019
6," ""51017""","Bath, VA",135703,9449,17580,14588,114862,1488,999,16743,272339,6350,65682,273827,-4098,105319,53646,4169,594,7349,24874,2986,2392,103480,2019
7," ""51019""","Bedford, VA*",1189208,100154,136570,122348,2180296,-5660,-7505,161328,3727551,147709,46857,3721891,1152416,722491,819104,79431,10292,140204,197744,30939,20647,851260,2019
8," ""51021""","Bland, VA",138487,10278,22522,14820,120812,258,-91,17688,232125,8699,36933,232383,13,35741,75830,6292,668,8608,29932,2821,2153,99947,2019
9," ""51023""","Botetourt, VA",731961,54930,86862,78130,1036106,-2306,-3588,93995,1711398,56513,51018,1709092,398140,319912,353074,33500,4283,52925,125927,16612,12329,553109,2019
10," ""51025""","Brunswick, VA",198299,17557,29509,21816,255914,-792,-2600,28465,535511,8072,33056,534719,86080,81478,197327,16176,1360,5472,40417,5364,4004,152410,2019
11," ""51027""","Buchanan, VA",495288,39893,62281,51070,367404,-296,-351,65428,773354,47883,36758,773058,-62456,87464,318190,21031,1106,47532,87816,8084,6978,359940,2019
12," ""51029""","Buckingham, VA",213881,17509,32501,21530,284436,2029,925,28274,519497,20267,30438,521526,98829,74072,163018,17134,1553,21192,43266,5158,3605,149423,2019
13," ""51033""","Caroline, VA",385963,30089,58319,40376,847477,2353,502,50277,1341030,33655,43694,1343383,511791,219950,275956,30745,3090,34157,78507,9712,6622,273299,2019
14," ""51036""","Charles City, VA",122030,9676,14366,12454,181328,4558,3364,15903,328231,9561,47753,332789,75201,70563,80898,6969,758,12925,20593,2587,1829,88512,2019
15," ""51037""","Charlotte, VA",163439,14467,24165,16738,205157,-831,-2572,22836,423473,18742,35669,422642,64554,72017,145468,11849,1615,16170,32534,4766,3151,114735,2019
16," ""51041""","Chesterfield, VA",10066532,650937,1133676,1062236,13109606,2177,1280,1182055,19455611,876338,55063,19457788,4225129,3438154,2910028,353376,45044,877618,1664794,193488,148444,7524120,2019
17," ""51043""","Clarke, VA",303632,22004,30811,28680,606319,2828,-1001,36344,969580,58243,66713,972408,339031,234620,131469,14576,2606,57242,45151,6973,4367,201239,2019
18," ""51045""","Craig, VA",45137,4865,6589,4202,107791,-1451,-1956,6966,200429,7876,38810,198978,69620,35685,55502,5127,642,5920,8690,1452,810,30527,2019
19," ""51047""","Culpeper, VA",1169965,79429,133658,115120,1645902,3341,-2054,136989,2494940,183565,47386,2498281,612926,414541,437838,52722,6562,181511,191218,23843,17281,797236,2019
20," ""51049""","Cumberland, VA",86337,8128,11270,7314,219094,6230,5192,11785,374119,15992,38161,380349,144542,52260,108995,9967,1028,21184,14927,2404,1376,50226,2019
21," ""51051""","Dickenson, VA",209001,19685,31731,21944,205200,-354,-421,30657,479579,9635,33524,479225,26856,54857,219168,14295,703,9214,42703,4475,3772,157084,2019
22," ""51057""","Essex, VA",192916,15735,24431,20744,238063,-3699,-4518,26107,471169,18773,42746,467470,71254,97329,132078,10936,1289,14255,34803,5178,3889,143858,2019
23," ""51061""","Fauquier, VA",1921075,125435,197482,177416,3380659,11507,97,214143,5116670,348058,71927,5128177,1673727,1189989,557529,71297,12218,348155,286190,36841,24623,1286730,2019
24," ""51063""","Floyd, VA",186821,17322,23033,18394,345484,-1201,-4552,26519,621266,33726,39255,620065,185182,107035,167546,15796,2560,29174,32230,6400,3840,125417,2019
25," ""51065""","Fluvanna, VA",321422,27505,40718,29124,752406,-975,-1511,42067,1246102,60048,45666,1245127,473051,252520,240201,27266,3196,58537,55280,7873,4677,207605,2019
26," ""51067""","Franklin, VA",876246,72881,105317,88204,1256632,1186,-3344,116983,2351037,125793,41866,2352223,497369,494303,601288,56185,6595,122449,149419,22879,16284,604378,2019
27," ""51071""","Giles, VA",290150,23572,40730,30300,380791,-746,-1231,38722,675977,23773,40450,675231,129363,96446,197994,16693,1614,22542,55880,6521,4907,211728,2019
28," ""51073""","Gloucester, VA",555980,44535,73089,55916,1144670,1419,798,72493,1882903,62794,50250,1884322,661183,357020,382632,37499,3844,63592,101047,14212,10368,391341,2019
29," ""51075""","Goochland, VA",2395438,146525,180627,228208,1440807,-2301,-3852,260629,2494253,193746,104052,2491952,-694002,808089,243056,23949,4723,189894,294731,23430,18707,1910813,2019
30," ""51077""","Grayson, VA",151162,16977,26083,16058,236965,-12549,-14128,25006,511870,21341,32061,499321,110809,78208,184148,15574,1966,7213,34112,5514,3548,109837,2019
31," ""51079""","Greene, VA",257758,20545,27173,22644,587744,881,-17,31867,915063,61687,46025,915944,361853,153769,174431,19901,2405,61670,38495,6527,4122,157593,2019
32," ""51083""","Halifax, VA",703259,54245,98567,75702,634012,-378,-3664,92096,1264445,49861,37140,1264067,22849,200627,429428,34035,3212,46197,136418,16289,13077,520644,2019
33," ""51085""","Hanover, VA",3751465,241452,374746,384238,4545257,11958,5233,433571,6670373,452086,62141,6682331,1227363,1228771,908303,107535,15179,457319,566865,73913,58734,2727281,2019
34," ""51087""","Henrico, VA",18779549,1135068,1555376,1688924,15750443,1721,685,1979530,22473581,4095433,67592,22475302,-1049576,4032916,2691943,332513,47548,4096118,2399838,256481,208933,12283593,2019
35," ""51091""","Highland, VA",31463,2823,4323,2508,32429,4225,3599,4077,91922,4080,44185,96147,5043,35985,27733,2176,649,7679,5577,1204,555,18207,2019
36," ""51093""","Isle of Wight, VA",710178,52627,79738,75320,1364882,11177,9595,90287,2080619,45769,55930,2091796,744991,345582,381332,37400,4227,55364,117398,15662,11435,537416,2019
37," ""51097""","King and Queen, VA",74308,7029,9270,7110,185904,1361,425,10584,311081,12206,44565,312442,122180,49456,77082,7011,730,12631,12825,1906,1176,48852,2019
38," ""51099""","King George, VA",1509430,83437,277093,170334,1013153,300,-121,168604,1487910,82079,55158,1488210,-327673,279401,195656,26981,2478,81958,362260,15892,13414,1065212,2019
39," ""51101""","King William, VA",278696,21172,31332,29210,541457,-334,-927,35777,825855,28950,48001,825521,298538,129256,154808,17198,1882,28023,45937,6305,4423,204736,2019
40," ""51103""","Lancaster, VA",278641,22778,30680,27430,233776,511,145,36493,643375,39393,60635,643886,-8372,246210,163900,10619,1931,39538,44395,6996,5065,194708,2019
41," ""51105""","Lee, VA",240052,24190,43395,24906,308684,-5621,-6478,36643,704859,24700,29704,699238,105275,88000,302554,23540,2242,18222,55848,6871,4629,165982,2019
42," ""51107""","Loudoun, VA",17256444,1015671,1670915,1749314,26539255,9216,-2137,1890328,33402363,1588533,80535,33411579,11173139,5068759,1803565,414872,63185,1586396,2545572,254097,190912,13124476,2019
43," ""51109""","Louisa, VA",758588,54422,98762,77026,976635,397,-956,92935,1634283,82489,43618,1634680,310982,298721,359324,37477,4443,81533,137275,14882,10439,539780,2019
44," ""51111""","Lunenburg, VA",143073,13028,22044,14924,190458,-2189,-4015,20490,405130,10643,32890,402941,67875,76028,136455,12251,1184,6628,29506,4002,2818,106939,2019
45," ""51113""","Madison, VA",201605,16254,22941,19244,374548,-2098,-4745,25876,644261,42397,48601,642163,198819,143545,124070,13213,2459,37652,32563,5826,3367,131390,2019
46," ""51115""","Mathews, VA",104828,10582,11379,8540,243016,1149,1099,14852,495688,29848,56574,496837,153040,139105,114716,8782,1266,30947,15649,3046,1780,58232,2019
47," ""51117""","Mecklenburg, VA",607339,49047,79487,65884,538513,-4997,-9670,81989,1149157,44601,37241,1144160,13163,215422,390225,30723,3057,34931,112429,15401,12344,459979,2019
48," ""51119""","Middlesex, VA",205691,17311,27687,19118,244102,1150,111,26870,556824,30647,52833,557974,65281,167275,146597,10561,1660,30758,37246,5314,3654,137687,2019
49," ""51125""","Nelson, VA",259997,21973,30464,23274,376267,2776,164,33610,773522,55075,52216,776298,149880,211752,188279,14867,2407,55239,42101,6689,4282,162657,2019
50," ""51127""","New Kent, VA",344016,26625,38821,33246,1264764,-2488,-2687,43248,1714138,62093,74471,1711650,963996,239852,207034,22984,3298,59406,55444,8583,5285,229166,2019
51," ""51131""","Northampton, VA",253591,17284,28481,22834,356693,49477,38728,28701,610611,24414,55940,660088,131803,133746,169649,11800,1867,63142,39898,6370,4503,150551,2019
52," ""51133""","Northumberland, VA",205444,19058,23339,20620,266557,2904,2112,29368,652150,26402,54276,655054,90481,208653,179844,12069,1646,28514,33649,4491,2845,143281,2019
53," ""51135""","Nottoway, VA",343598,24007,62978,38910,248330,8792,6821,43462,530191,7181,35445,538983,-51806,99136,191517,15206,1393,14002,82433,7586,6193,247163,2019
54," ""51137""","Orange, VA",640100,47744,76722,62166,1117928,26441,17111,78827,1842280,80962,50587,1868721,556655,377255,373538,36941,4409,98073,107805,15082,10673,434222,2019
55," ""51139""","Page, VA",338311,28020,43466,35548,512494,21384,18869,45794,913180,35701,39043,934564,219977,162580,259490,23937,2587,54570,61240,8749,6162,222501,2019
56," ""51141""","Patrick, VA",230975,21158,32344,23338,282987,2908,1294,32827,586915,26646,33528,589823,84839,96833,210003,17592,2061,27940,44013,6960,4899,159022,2019
57," ""51145""","Powhatan, VA",521025,38801,58623,49416,1163750,1094,403,63509,1742865,82538,58652,1743959,706234,329051,251158,29734,4107,82941,83331,12434,8327,354753,2019
